"Year of inspection","Brand and model series","Registration year","Number of inspections","Average mileage","Median mileage","Rejection rate","Accepted cars","Rejected Cars"
"2020","BMW 2","2016",.,.,.,.,.,.
"2020","BMW 2","2017",334,51678,44519,4,320,14
"2020","BMW 3","Years in total",22854,206061,199687,26,16930,5924
"2020","BMW 3","2002",.,.,.,.,.,.
"2020","BMW 3","2003",.,.,.,.,.,.
"2020","BMW 3","2004",.,.,.,.,.,.
"2020","BMW 3","2005",2161,268260,257659,43,1221,940
"2020","BMW 3","2006",2996,263934,256621,36,1905,1091
"2020","BMW 3","2007",3126,243988,236062,34,2054,1072
"2020","BMW 3","2008",3481,231632,224736,33,2328,1153
"2020","BMW 3","2009",2152,217948,213000,28,1539,613
"2020","BMW 3","2010",1652,202524,197253,28,1188,464
"2020","BMW 3","2011",736,192425,186331,21,580,156
"2020","BMW 3","2012",1142,174199,168899,12,1000,142
"2020","BMW 3","2014",587,139632,132051,6,551,36
"2020","BMW 3","2013",1825,152122,147478,7,1698,127
"2020","BMW 3","2015",1447,107526,100037,4,1396,51
"2020","BMW 3","2016",282,96416,86921,4,271,11
"2020","BMW 3","2017",1267,66180,58774,5,1199,68
"2020","BMW 4","Years in total",839,95726,88766,5,799,40
"2020","BMW 4","2002",.,.,.,.,.,.
"2020","BMW 4","2003",.,.,.,.,.,.
"2020","BMW 4","2004",.,.,.,.,.,.
"2020","BMW 4","2005",.,.,.,.,.,.
"2020","BMW 4","2006",.,.,.,.,.,.
"2020","BMW 4","2007",.,.,.,.,.,.
"2020","BMW 4","2008",.,.,.,.,.,.
"2020","BMW 4","2009",.,.,.,.,.,.
"2020","BMW 4","2010",.,.,.,.,.,.
"2020","BMW 4","2011",.,.,.,.,.,.
"2020","BMW 4","2012",.,.,.,.,.,.
"2020","BMW 4","2014",121,120856,111446,8,111,10
"2020","BMW 4","2013",.,.,.,.,.,.
"2020","BMW 4","2015",437,100747,93687,4,418,19
"2020","BMW 4","2016",.,.,.,.,.,.
"2020","BMW 4","2017",185,64166,55230,2,181,4
"2020","BMW 5","Years in total",20275,231779,227859,23,15603,4672
"2020","BMW 5","2002",.,.,.,.,.,.
"2020","BMW 5","2003",.,.,.,.,.,.
"2020","BMW 5","2004",.,.,.,.,.,.
"2020","BMW 5","2005",1793,310551,307529,39,1094,699
"2020","BMW 5","2006",1653,302135,297565,36,1060,593
"2020","BMW 5","2007",2368,288514,281140,33,1589,779
"2020","BMW 5","2008",2610,278156,269513,27,1901,709
"2020","BMW 5","2009",1600,255986,249995,25,1202,398
"2020","BMW 5","2010",2238,231465,227524,24,1712,526
"2020","BMW 5","2011",2038,220654,215045,19,1648,390
"2020","BMW 5","2012",1243,199148,192397,17,1029,214
"2020","BMW 5","2014",529,163609,153797,9,484,45
"2020","BMW 5","2013",1063,178968,172688,11,949,114
"2020","BMW 5","2015",1357,131243,121749,6,1269,88
"2020","BMW 5","2016",353,130608,110936,11,315,38
"2020","BMW 5","2017",1430,75116,66116,6,1351,79
"2020","BMW 6","Years in total",383,143548,135165,11,342,41
"2020","BMW 6","2002",.,.,.,.,.,.
"2020","BMW 6","2003",.,.,.,.,.,.
"2020","BMW 6","2004",.,.,.,.,.,.
"2020","BMW 6","2005",.,.,.,.,.,.
"2020","BMW 6","2006",.,.,.,.,.,.
"2020","BMW 6","2007",.,.,.,.,.,.
"2020","BMW 6","2008",.,.,.,.,.,.
"2020","BMW 6","2009",.,.,.,.,.,.
"2020","BMW 6","2010",.,.,.,.,.,.
"2020","BMW 6","2011",.,.,.,.,.,.
"2020","BMW 6","2012",.,.,.,.,.,.
"2020","BMW 6","2014",.,.,.,.,.,.
"2020","BMW 6","2013",.,.,.,.,.,.
"2020","BMW 6","2015",.,.,.,.,.,.
"2020","BMW 6","2016",.,.,.,.,.,.
"2020","BMW 6","2017",.,.,.,.,.,.
"2020","BMW 7","Years in total",748,190959,191113,19,609,139
"2020","BMW 7","2002",.,.,.,.,.,.
"2020","BMW 7","2003",.,.,.,.,.,.
"2020","BMW 7","2004",.,.,.,.,.,.
"2020","BMW 7","2005",.,.,.,.,.,.
"2020","BMW 7","2006",.,.,.,.,.,.
"2020","BMW 7","2007",.,.,.,.,.,.
"2020","BMW 7","2008",.,.,.,.,.,.
"2020","BMW 7","2009",150,208300,201982,15,128,22
"2020","BMW 7","2010",.,.,.,.,.,.
"2020","BMW 7","2011",.,.,.,.,.,.
"2020","BMW 7","2012",.,.,.,.,.,.
"2020","BMW 7","2014",.,.,.,.,.,.
"2020","BMW 7","2013",.,.,.,.,.,.
"2020","BMW 7","2015",.,.,.,.,.,.
"2020","BMW 7","2016",.,.,.,.,.,.
"2020","BMW 7","2017",.,.,.,.,.,.
"2020","BMW M3","Years in total",154,117646,116350,9,140,14
"2020","BMW M3","2002",.,.,.,.,.,.
"2020","BMW M3","2003",.,.,.,.,.,.
"2020","BMW M3","2004",.,.,.,.,.,.
"2020","BMW M3","2005",.,.,.,.,.,.
"2020","BMW M3","2006",.,.,.,.,.,.
"2020","BMW M3","2007",.,.,.,.,.,.
"2020","BMW M3","2008",.,.,.,.,.,.
"2020","BMW M3","2009",.,.,.,.,.,.
"2020","BMW M3","2010",.,.,.,.,.,.
"2020","BMW M3","2011",.,.,.,.,.,.
"2020","BMW M3","2012",.,.,.,.,.,.
"2020","BMW M3","2014",.,.,.,.,.,.
"2020","BMW M3","2013",.,.,.,.,.,.
"2020","BMW M3","2015",.,.,.,.,.,.
"2020","BMW M3","2016",.,.,.,.,.,.
"2020","BMW M3","2017",.,.,.,.,.,.
"2020","BMW M5","Years in total",233,152109,153821,12,206,27
"2020","BMW M5","2002",.,.,.,.,.,.
"2020","BMW M5","2003",.,.,.,.,.,.
"2020","BMW M5","2004",.,.,.,.,.,.
"2020","BMW M5","2005",.,.,.,.,.,.
"2020","BMW M5","2006",.,.,.,.,.,.
"2020","BMW M5","2007",.,.,.,.,.,.
"2020","BMW M5","2008",.,.,.,.,.,.
"2020","BMW M5","2009",.,.,.,.,.,.
"2020","BMW M5","2010",.,.,.,.,.,.
"2020","BMW M5","2011",.,.,.,.,.,.
"2020","BMW M5","2012",.,.,.,.,.,.
"2020","BMW M5","2014",.,.,.,.,.,.
"2020","BMW M5","2013",.,.,.,.,.,.
"2020","BMW M5","2015",.,.,.,.,.,.
"2020","BMW M5","2016",.,.,.,.,.,.
"2020","BMW M5","2017",.,.,.,.,.,.
"2020","BMW X1","Years in total",2174,141869,138225,18,1785,389
"2020","BMW X1","2002",.,.,.,.,.,.
"2020","BMW X1","2003",.,.,.,.,.,.
"2020","BMW X1","2004",.,.,.,.,.,.
"2020","BMW X1","2005",.,.,.,.,.,.
"2020","BMW X1","2006",.,.,.,.,.,.
"2020","BMW X1","2007",.,.,.,.,.,.
"2020","BMW X1","2008",.,.,.,.,.,.
"2020","BMW X1","2009",103,208564,202218,38,64,39
"2020","BMW X1","2010",550,193367,186938,30,387,163
"2020","BMW X1","2011",299,171002,169944,24,227,72
"2020","BMW X1","2012",283,160869,151181,16,237,46
"2020","BMW X1","2014",.,.,.,.,.,.
"2020","BMW X1","2013",209,136985,130646,13,181,28
"2020","BMW X1","2015",157,91624,83711,7,146,11
"2020","BMW X1","2016",123,90934,81420,2,121,2
"2020","BMW X1","2017",390,59844,56062,6,368,22
"2020","BMW X3","Years in total",3420,198466,187997,15,2909,511
"2020","BMW X3","2002",.,.,.,.,.,.
"2020","BMW X3","2003",.,.,.,.,.,.
"2020","BMW X3","2004",.,.,.,.,.,.
"2020","BMW X3","2005",292,297660,294149,23,226,66
"2020","BMW X3","2006",272,273587,259428,23,210,62
"2020","BMW X3","2007",381,252953,252325,18,313,68
"2020","BMW X3","2008",286,244213,241164,15,242,44
"2020","BMW X3","2009",124,241654,222163,10,111,13
"2020","BMW X3","2010",.,.,.,.,.,.
"2020","BMW X3","2011",556,194863,187479,18,456,100
"2020","BMW X3","2012",441,177664,175865,15,374,67
"2020","BMW X3","2014",.,.,.,.,.,.
"2020","BMW X3","2013",294,155504,149194,7,272,22
"2020","BMW X3","2015",317,113250,110124,8,293,24
"2020","BMW X3","2016",.,.,.,.,.,.
"2020","BMW X3","2017",207,72983,66505,7,193,14
"2020","BMW X4","Years in total",493,102615,92863,9,449,44
"2020","BMW X4","2002",.,.,.,.,.,.
"2020","BMW X4","2003",.,.,.,.,.,.
"2020","BMW X4","2004",.,.,.,.,.,.
"2020","BMW X4","2005",.,.,.,.,.,.
"2020","BMW X4","2006",.,.,.,.,.,.
"2020","BMW X4","2007",.,.,.,.,.,.
"2020","BMW X4","2008",.,.,.,.,.,.
"2020","BMW X4","2009",.,.,.,.,.,.
"2020","BMW X4","2010",.,.,.,.,.,.
"2020","BMW X4","2011",.,.,.,.,.,.
"2020","BMW X4","2012",.,.,.,.,.,.
"2020","BMW X4","2014",.,.,.,.,.,.
"2020","BMW X4","2013",.,.,.,.,.,.
"2020","BMW X4","2015",238,119071,111470,11,211,27
"2020","BMW X4","2016",.,.,.,.,.,.
"2020","BMW X4","2017",178,70312,65937,6,167,11
"2020","BMW X5","Years in total",3608,229815,228348,19,2936,672
"2020","BMW X5","2002",.,.,.,.,.,.
"2020","BMW X5","2003",.,.,.,.,.,.
"2020","BMW X5","2004",.,.,.,.,.,.
"2020","BMW X5","2005",334,316442,315762,41,198,136
"2020","BMW X5","2006",185,287053,276374,34,122,63
"2020","BMW X5","2007",719,271961,267391,22,563,156
"2020","BMW X5","2008",764,252172,250673,17,633,131
"2020","BMW X5","2009",327,243557,235938,17,273,54
"2020","BMW X5","2010",394,210161,207184,15,335,59
"2020","BMW X5","2011",207,191732,187605,12,183,24
"2020","BMW X5","2012",.,.,.,.,.,.
"2020","BMW X5","2014",102,132991,129251,6,96,6
"2020","BMW X5","2013",119,161650,151872,12,105,14
"2020","BMW X5","2015",162,114738,109924,6,153,9
"2020","BMW X5","2016",.,.,.,.,.,.
"2020","BMW X5","2017",152,64494,58864,6,143,9
"2020","BMW X6","Years in total",832,188738,186921,12,731,101
"2020","BMW X6","2002",.,.,.,.,.,.
"2020","BMW X6","2003",.,.,.,.,.,.
"2020","BMW X6","2004",.,.,.,.,.,.
"2020","BMW X6","2005",.,.,.,.,.,.
"2020","BMW X6","2006",.,.,.,.,.,.
"2020","BMW X6","2007",.,.,.,.,.,.
"2020","BMW X6","2008",214,234095,228866,16,180,34
"2020","BMW X6","2009",140,227793,218912,12,123,17
"2020","BMW X6","2010",139,195464,196901,14,119,20
"2020","BMW X6","2011",.,.,.,.,.,.
"2020","BMW X6","2012",.,.,.,.,.,.
"2020","BMW X6","2014",.,.,.,.,.,.
"2020","BMW X6","2013",.,.,.,.,.,.
"2020","BMW X6","2015",113,108030,103670,4,108,5
"2020","BMW X6","2016",.,.,.,.,.,.
"2020","BMW X6","2017",.,.,.,.,.,.
"2020","BMW Z4","Years in total",428,114000,106946,12,378,50
"2020","BMW Z4","2002",.,.,.,.,.,.
"2020","BMW Z4","2003",.,.,.,.,.,.
"2020","BMW Z4","2004",.,.,.,.,.,.
"2020","BMW Z4","2005",.,.,.,.,.,.
"2020","BMW Z4","2006",.,.,.,.,.,.
"2020","BMW Z4","2007",.,.,.,.,.,.
"2020","BMW Z4","2008",.,.,.,.,.,.
"2020","BMW Z4","2009",.,.,.,.,.,.
"2020","BMW Z4","2010",.,.,.,.,.,.
"2020","BMW Z4","2011",.,.,.,.,.,.
"2020","BMW Z4","2012",.,.,.,.,.,.
"2020","BMW Z4","2014",.,.,.,.,.,.
"2020","BMW Z4","2013",.,.,.,.,.,.
"2020","BMW Z4","2015",.,.,.,.,.,.
"2020","BMW Z4","2016",.,.,.,.,.,.
"2020","BMW Z4","2017",.,.,.,.,.,.
"2020","BMW i - Mallit yhteensä","Years in total",143,51164,46872,1,142,1
"2020","BMW i - Mallit yhteensä","2002",.,.,.,.,.,.
"2020","BMW i - Mallit yhteensä","2003",.,.,.,.,.,.
"2020","BMW i - Mallit yhteensä","2004",.,.,.,.,.,.
"2020","BMW i - Mallit yhteensä","2005",.,.,.,.,.,.
"2020","BMW i - Mallit yhteensä","2006",.,.,.,.,.,.
"2020","BMW i - Mallit yhteensä","2007",.,.,.,.,.,.
"2020","BMW i - Mallit yhteensä","2008",.,.,.,.,.,.
"2020","BMW i - Mallit yhteensä","2009",.,.,.,.,.,.
"2020","BMW i - Mallit yhteensä","2010",.,.,.,.,.,.
"2020","BMW i - Mallit yhteensä","2011",.,.,.,.,.,.
"2020","BMW i - Mallit yhteensä","2012",.,.,.,.,.,.
"2020","BMW i - Mallit yhteensä","2014",.,.,.,.,.,.
"2020","BMW i - Mallit yhteensä","2013",.,.,.,.,.,.
"2020","BMW i - Mallit yhteensä","2015",.,.,.,.,.,.
"2020","BMW i - Mallit yhteensä","2016",.,.,.,.,.,.
"2020","BMW i - Mallit yhteensä","2017",.,.,.,.,.,.
"2020","BMW i I3","Years in total",119,52948,50210,0,119,.
"2020","BMW i I3","2002",.,.,.,.,.,.
"2020","BMW i I3","2003",.,.,.,.,.,.
"2020","BMW i I3","2004",.,.,.,.,.,.
"2020","BMW i I3","2005",.,.,.,.,.,.
"2020","BMW i I3","2006",.,.,.,.,.,.
"2020","BMW i I3","2007",.,.,.,.,.,.
"2020","BMW i I3","2008",.,.,.,.,.,.
"2020","BMW i I3","2009",.,.,.,.,.,.
"2020","BMW i I3","2010",.,.,.,.,.,.
"2020","BMW i I3","2011",.,.,.,.,.,.
"2020","BMW i I3","2012",.,.,.,.,.,.
"2020","BMW i I3","2014",.,.,.,.,.,.
"2020","BMW i I3","2013",.,.,.,.,.,.
"2020","BMW i I3","2015",.,.,.,.,.,.
"2020","BMW i I3","2016",.,.,.,.,.,.
"2020","BMW i I3","2017",.,.,.,.,.,.
"2020","Cadillac - Models in total","Years in total",378,167597,167365,30,265,113
"2020","Cadillac - Models in total","2002",.,.,.,.,.,.
"2020","Cadillac - Models in total","2003",.,.,.,.,.,.
"2020","Cadillac - Models in total","2004",.,.,.,.,.,.
"2020","Cadillac - Models in total","2005",.,.,.,.,.,.
"2020","Cadillac - Models in total","2006",.,.,.,.,.,.
"2020","Cadillac - Models in total","2007",.,.,.,.,.,.
"2020","Cadillac - Models in total","2008",.,.,.,.,.,.
"2020","Cadillac - Models in total","2009",.,.,.,.,.,.
"2020","Cadillac - Models in total","2010",.,.,.,.,.,.
"2020","Cadillac - Models in total","2011",.,.,.,.,.,.
"2020","Cadillac - Models in total","2012",.,.,.,.,.,.
"2020","Cadillac - Models in total","2014",.,.,.,.,.,.
"2020","Cadillac - Models in total","2013",.,.,.,.,.,.
"2020","Cadillac - Models in total","2015",.,.,.,.,.,.
"2020","Cadillac - Models in total","2016",.,.,.,.,.,.
"2020","Cadillac - Models in total","2017",.,.,.,.,.,.
"2020","Cadillac SRX","Years in total",130,182719,189275,40,78,52
"2020","Cadillac SRX","2002",.,.,.,.,.,.
"2020","Cadillac SRX","2003",.,.,.,.,.,.
"2020","Cadillac SRX","2004",.,.,.,.,.,.
"2020","Cadillac SRX","2005",.,.,.,.,.,.
"2020","Cadillac SRX","2006",.,.,.,.,.,.
"2020","Cadillac SRX","2007",.,.,.,.,.,.
"2020","Cadillac SRX","2008",.,.,.,.,.,.
"2020","Cadillac SRX","2009",.,.,.,.,.,.
"2020","Cadillac SRX","2010",.,.,.,.,.,.
"2020","Cadillac SRX","2011",.,.,.,.,.,.
"2020","Cadillac SRX","2012",.,.,.,.,.,.
"2020","Cadillac SRX","2014",.,.,.,.,.,.
"2020","Cadillac SRX","2013",.,.,.,.,.,.
"2020","Cadillac SRX","2015",.,.,.,.,.,.
"2020","Cadillac SRX","2016",.,.,.,.,.,.
"2020","Cadillac SRX","2017",.,.,.,.,.,.
"2020","Chevrolet - Models in total","Years in total",9306,152877,142474,33,6189,3117
"2020","Chevrolet - Models in total","2002",.,.,.,.,.,.
"2020","Chevrolet - Models in total","2003",.,.,.,.,.,.
"2020","Chevrolet - Models in total","2004",.,.,.,.,.,.
"2020","Chevrolet - Models in total","2005",1670,159717,157273,47,884,786
"2020","Chevrolet - Models in total","2006",1370,156971,152164,39,834,536
"2020","Chevrolet - Models in total","2007",1466,180836,167900,40,882,584
"2020","Chevrolet - Models in total","2008",718,161471,146564,36,460,258
"2020","Chevrolet - Models in total","2009",639,152504,141072,35,416,223
"2020","Chevrolet - Models in total","2010",1083,148881,134784,31,748,335
"2020","Chevrolet - Models in total","2011",829,134900,128464,24,633,196
"2020","Chevrolet - Models in total","2012",672,135302,127390,17,556,116
"2020","Chevrolet - Models in total","2014",.,.,.,.,.,.
"2020","Chevrolet - Models in total","2013",764,116591,109588,10,688,76
"2020","Chevrolet - Models in total","2015",.,.,.,.,.,.
"2020","Chevrolet - Models in total","2016",.,.,.,.,.,.
"2020","Chevrolet - Models in total","2017",.,.,.,.,.,.
"2020","Chevrolet AVEO","Years in total",1644,123515,119203,36,1050,594
"2020","Chevrolet AVEO","2002",.,.,.,.,.,.
"2020","Chevrolet AVEO","2003",.,.,.,.,.,.
"2020","Chevrolet AVEO","2004",.,.,.,.,.,.
"2020","Chevrolet AVEO","2005",.,.,.,.,.,.
"2020","Chevrolet AVEO","2006",229,147177,142876,47,121,108
"2020","Chevrolet AVEO","2007",325,142736,139839,45,179,146
"2020","Chevrolet AVEO","2008",273,129515,125927,34,179,94
"2020","Chevrolet AVEO","2009",380,120465,116743,34,252,128
"2020","Chevrolet AVEO","2010",190,99696,95131,36,122,68
"2020","Chevrolet AVEO","2011",123,95680,91990,22,96,27
"2020","Chevrolet AVEO","2012",.,.,.,.,.,.
"2020","Chevrolet AVEO","2014",.,.,.,.,.,.
"2020","Chevrolet AVEO","2013",.,.,.,.,.,.
"2020","Chevrolet AVEO","2015",.,.,.,.,.,.
"2020","Chevrolet AVEO","2016",.,.,.,.,.,.
"2020","Chevrolet AVEO","2017",.,.,.,.,.,.
"2020","Chevrolet BLAZER","Years in total",.,.,.,.,.,.
"2020","Chevrolet BLAZER","2002",.,.,.,.,.,.
"2020","Chevrolet BLAZER","2003",.,.,.,.,.,.
"2020","Chevrolet BLAZER","2004",.,.,.,.,.,.
"2020","Chevrolet BLAZER","2005",.,.,.,.,.,.
"2020","Chevrolet BLAZER","2006",.,.,.,.,.,.
"2020","Chevrolet BLAZER","2007",.,.,.,.,.,.
"2020","Chevrolet BLAZER","2008",.,.,.,.,.,.
"2020","Chevrolet BLAZER","2009",.,.,.,.,.,.
"2020","Chevrolet BLAZER","2010",.,.,.,.,.,.
"2020","Chevrolet BLAZER","2011",.,.,.,.,.,.
"2020","Chevrolet BLAZER","2012",.,.,.,.,.,.
"2020","Chevrolet BLAZER","2014",.,.,.,.,.,.
"2020","Chevrolet BLAZER","2013",.,.,.,.,.,.
"2020","Chevrolet BLAZER","2015",.,.,.,.,.,.
"2020","Chevrolet BLAZER","2016",.,.,.,.,.,.
"2020","Chevrolet BLAZER","2017",.,.,.,.,.,.
"2020","Chevrolet CAMARO","Years in total",116,99514,91534,8,107,9
"2020","Chevrolet CAMARO","2002",.,.,.,.,.,.
"2020","Chevrolet CAMARO","2003",.,.,.,.,.,.
"2020","Chevrolet CAMARO","2004",.,.,.,.,.,.
"2020","Chevrolet CAMARO","2005",.,.,.,.,.,.
"2020","Chevrolet CAMARO","2006",.,.,.,.,.,.
"2020","Chevrolet CAMARO","2007",.,.,.,.,.,.
"2020","Chevrolet CAMARO","2008",.,.,.,.,.,.
"2020","Chevrolet CAMARO","2009",.,.,.,.,.,.
"2020","Chevrolet CAMARO","2010",.,.,.,.,.,.
"2020","Chevrolet CAMARO","2011",.,.,.,.,.,.
"2020","Chevrolet CAMARO","2012",.,.,.,.,.,.
"2020","Chevrolet CAMARO","2014",.,.,.,.,.,.
"2020","Chevrolet CAMARO","2013",.,.,.,.,.,.
"2020","Chevrolet CAMARO","2015",.,.,.,.,.,.
"2020","Chevrolet CAMARO","2016",.,.,.,.,.,.
"2020","Chevrolet CAMARO","2017",.,.,.,.,.,.
"2020","Chevrolet CAPTIVA","Years in total",709,236314,234033,37,446,263
"2020","Chevrolet CAPTIVA","2002",.,.,.,.,.,.
"2020","Chevrolet CAPTIVA","2003",.,.,.,.,.,.
"2020","Chevrolet CAPTIVA","2004",.,.,.,.,.,.
"2020","Chevrolet CAPTIVA","2005",.,.,.,.,.,.
"2020","Chevrolet CAPTIVA","2006",.,.,.,.,.,.
"2020","Chevrolet CAPTIVA","2007",321,258546,261042,38,198,123
"2020","Chevrolet CAPTIVA","2008",.,.,.,.,.,.
"2020","Chevrolet CAPTIVA","2009",.,.,.,.,.,.
"2020","Chevrolet CAPTIVA","2010",.,.,.,.,.,.
"2020","Chevrolet CAPTIVA","2011",.,.,.,.,.,.
"2020","Chevrolet CAPTIVA","2012",.,.,.,.,.,.
"2020","Chevrolet CAPTIVA","2014",.,.,.,.,.,.
"2020","Chevrolet CAPTIVA","2013",.,.,.,.,.,.
"2020","Chevrolet CAPTIVA","2015",.,.,.,.,.,.
"2020","Chevrolet CAPTIVA","2016",.,.,.,.,.,.
"2020","Chevrolet CAPTIVA","2017",.,.,.,.,.,.
"2020","Chevrolet CORVETTE","Years in total",174,89154,81387,7,162,12
"2020","Chevrolet CORVETTE","2002",.,.,.,.,.,.
"2020","Chevrolet CORVETTE","2003",.,.,.,.,.,.
"2020","Chevrolet CORVETTE","2004",.,.,.,.,.,.
"2020","Chevrolet CORVETTE","2005",.,.,.,.,.,.
"2020","Chevrolet CORVETTE","2006",.,.,.,.,.,.
"2020","Chevrolet CORVETTE","2007",.,.,.,.,.,.
"2020","Chevrolet CORVETTE","2008",.,.,.,.,.,.
"2020","Chevrolet CORVETTE","2009",.,.,.,.,.,.
"2020","Chevrolet CORVETTE","2010",.,.,.,.,.,.
"2020","Chevrolet CORVETTE","2011",.,.,.,.,.,.
"2020","Chevrolet CORVETTE","2012",.,.,.,.,.,.
"2020","Chevrolet CORVETTE","2014",.,.,.,.,.,.
"2020","Chevrolet CORVETTE","2013",.,.,.,.,.,.
"2020","Chevrolet CORVETTE","2015",.,.,.,.,.,.
"2020","Chevrolet CORVETTE","2016",.,.,.,.,.,.
"2020","Chevrolet CORVETTE","2017",.,.,.,.,.,.
"2020","Chevrolet CRUZE","Years in total",1863,137573,130956,20,1483,380
"2020","Chevrolet CRUZE","2002",.,.,.,.,.,.
"2020","Chevrolet CRUZE","2003",.,.,.,.,.,.
"2020","Chevrolet CRUZE","2004",.,.,.,.,.,.
"2020","Chevrolet CRUZE","2005",.,.,.,.,.,.
"2020","Chevrolet CRUZE","2006",.,.,.,.,.,.
"2020","Chevrolet CRUZE","2007",.,.,.,.,.,.
"2020","Chevrolet CRUZE","2008",.,.,.,.,.,.
"2020","Chevrolet CRUZE","2009",.,.,.,.,.,.
"2020","Chevrolet CRUZE","2010",581,159585,149754,31,402,179
"2020","Chevrolet CRUZE","2011",452,134561,131193,22,353,99
"2020","Chevrolet CRUZE","2012",426,131296,128361,14,367,59
"2020","Chevrolet CRUZE","2014",.,.,.,.,.,.
"2020","Chevrolet CRUZE","2013",365,118079,115653,12,323,42
"2020","Chevrolet CRUZE","2015",.,.,.,.,.,.
"2020","Chevrolet CRUZE","2016",.,.,.,.,.,.
"2020","Chevrolet CRUZE","2017",.,.,.,.,.,.
"2020","Chevrolet EPICA","Years in total",543,222862,211028,42,313,230
"2020","Chevrolet EPICA","2002",.,.,.,.,.,.
"2020","Chevrolet EPICA","2003",.,.,.,.,.,.
"2020","Chevrolet EPICA","2004",.,.,.,.,.,.
"2020","Chevrolet EPICA","2005",.,.,.,.,.,.
"2020","Chevrolet EPICA","2006",130,187553,185277,38,81,49
"2020","Chevrolet EPICA","2007",183,226613,203730,41,108,75
"2020","Chevrolet EPICA","2008",111,215617,208436,43,63,48
"2020","Chevrolet EPICA","2009",.,.,.,.,.,.
"2020","Chevrolet EPICA","2010",.,.,.,.,.,.
"2020","Chevrolet EPICA","2011",.,.,.,.,.,.
"2020","Chevrolet EPICA","2012",.,.,.,.,.,.
"2020","Chevrolet EPICA","2014",.,.,.,.,.,.
"2020","Chevrolet EPICA","2013",.,.,.,.,.,.
"2020","Chevrolet EPICA","2015",.,.,.,.,.,.
"2020","Chevrolet EPICA","2016",.,.,.,.,.,.
"2020","Chevrolet EPICA","2017",.,.,.,.,.,.
"2020","Chevrolet EVANDA","Years in total",346,176716,171138,45,191,155
"2020","Chevrolet EVANDA","2002",.,.,.,.,.,.
"2020","Chevrolet EVANDA","2003",.,.,.,.,.,.
"2020","Chevrolet EVANDA","2004",.,.,.,.,.,.
"2020","Chevrolet EVANDA","2005",185,180284,174169,51,90,95
"2020","Chevrolet EVANDA","2006",161,172661,167833,37,101,60
"2020","Chevrolet EVANDA","2007",.,.,.,.,.,.
"2020","Chevrolet EVANDA","2008",.,.,.,.,.,.
"2020","Chevrolet EVANDA","2009",.,.,.,.,.,.
"2020","Chevrolet EVANDA","2010",.,.,.,.,.,.
"2020","Chevrolet EVANDA","2011",.,.,.,.,.,.
"2020","Chevrolet EVANDA","2012",.,.,.,.,.,.
"2020","Chevrolet EVANDA","2014",.,.,.,.,.,.
"2020","Chevrolet EVANDA","2013",.,.,.,.,.,.
"2020","Chevrolet EVANDA","2015",.,.,.,.,.,.
"2020","Chevrolet EVANDA","2016",.,.,.,.,.,.
"2020","Chevrolet EVANDA","2017",.,.,.,.,.,.
"2020","Chevrolet KALOS","Years in total",1376,131945,130302,43,791,585
"2020","Chevrolet KALOS","2002",.,.,.,.,.,.
"2020","Chevrolet KALOS","2003",.,.,.,.,.,.
"2020","Chevrolet KALOS","2004",.,.,.,.,.,.
"2020","Chevrolet KALOS","2005",685,136764,135306,46,371,314
"2020","Chevrolet KALOS","2006",413,132061,129460,39,253,160
"2020","Chevrolet KALOS","2007",192,125501,127282,41,114,78
"2020","Chevrolet KALOS","2008",.,.,.,.,.,.
"2020","Chevrolet KALOS","2009",.,.,.,.,.,.
"2020","Chevrolet KALOS","2010",.,.,.,.,.,.
"2020","Chevrolet KALOS","2011",.,.,.,.,.,.
"2020","Chevrolet KALOS","2012",.,.,.,.,.,.
"2020","Chevrolet KALOS","2014",.,.,.,.,.,.
"2020","Chevrolet KALOS","2013",.,.,.,.,.,.
"2020","Chevrolet KALOS","2015",.,.,.,.,.,.
"2020","Chevrolet KALOS","2016",.,.,.,.,.,.
"2020","Chevrolet KALOS","2017",.,.,.,.,.,.
"2020","Chevrolet LACETTI","Years in total",263,157987,153974,42,152,111
"2020","Chevrolet LACETTI","2002",.,.,.,.,.,.
"2020","Chevrolet LACETTI","2003",.,.,.,.,.,.
"2020","Chevrolet LACETTI","2004",.,.,.,.,.,.
"2020","Chevrolet LACETTI","2005",149,165713,163093,46,80,69
"2020","Chevrolet LACETTI","2006",.,.,.,.,.,.
"2020","Chevrolet LACETTI","2007",.,.,.,.,.,.
"2020","Chevrolet LACETTI","2008",.,.,.,.,.,.
"2020","Chevrolet LACETTI","2009",.,.,.,.,.,.
"2020","Chevrolet LACETTI","2010",.,.,.,.,.,.
"2020","Chevrolet LACETTI","2011",.,.,.,.,.,.
"2020","Chevrolet LACETTI","2012",.,.,.,.,.,.
"2020","Chevrolet LACETTI","2014",.,.,.,.,.,.
"2020","Chevrolet LACETTI","2013",.,.,.,.,.,.
"2020","Chevrolet LACETTI","2015",.,.,.,.,.,.
"2020","Chevrolet LACETTI","2016",.,.,.,.,.,.
"2020","Chevrolet LACETTI","2017",.,.,.,.,.,.
"2020","Chevrolet MALIBU","Years in total",.,.,.,.,.,.
"2020","Chevrolet MALIBU","2002",.,.,.,.,.,.
"2020","Chevrolet MALIBU","2003",.,.,.,.,.,.
