"Year of inspection","Brand and model series","Registration year","Number of inspections","Average mileage","Median mileage","Rejection rate","Accepted cars","Rejected Cars"
"2020","Land Rover DEFENDER 110","2008",.,.,.,.,.,.
"2020","Land Rover DEFENDER 110","2009",.,.,.,.,.,.
"2020","Land Rover DEFENDER 110","2010",.,.,.,.,.,.
"2020","Land Rover DEFENDER 110","2011",.,.,.,.,.,.
"2020","Land Rover DEFENDER 110","2012",.,.,.,.,.,.
"2020","Land Rover DEFENDER 110","2014",.,.,.,.,.,.
"2020","Land Rover DEFENDER 110","2013",.,.,.,.,.,.
"2020","Land Rover DEFENDER 110","2015",.,.,.,.,.,.
"2020","Land Rover DEFENDER 110","2016",.,.,.,.,.,.
"2020","Land Rover DEFENDER 110","2017",.,.,.,.,.,.
"2020","Land Rover DISCOVERY","Years in total",731,262300,260991,27,536,195
"2020","Land Rover DISCOVERY","2002",.,.,.,.,.,.
"2020","Land Rover DISCOVERY","2003",.,.,.,.,.,.
"2020","Land Rover DISCOVERY","2004",.,.,.,.,.,.
"2020","Land Rover DISCOVERY","2005",170,318344,313250,34,113,57
"2020","Land Rover DISCOVERY","2006",140,300510,294740,36,89,51
"2020","Land Rover DISCOVERY","2007",135,283182,272988,27,98,37
"2020","Land Rover DISCOVERY","2008",.,.,.,.,.,.
"2020","Land Rover DISCOVERY","2009",.,.,.,.,.,.
"2020","Land Rover DISCOVERY","2010",.,.,.,.,.,.
"2020","Land Rover DISCOVERY","2011",.,.,.,.,.,.
"2020","Land Rover DISCOVERY","2012",.,.,.,.,.,.
"2020","Land Rover DISCOVERY","2014",.,.,.,.,.,.
"2020","Land Rover DISCOVERY","2013",.,.,.,.,.,.
"2020","Land Rover DISCOVERY","2015",.,.,.,.,.,.
"2020","Land Rover DISCOVERY","2016",.,.,.,.,.,.
"2020","Land Rover DISCOVERY","2017",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 3","Years in total",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 3","2002",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 3","2003",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 3","2004",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 3","2005",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 3","2006",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 3","2007",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 3","2008",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 3","2009",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 3","2010",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 3","2011",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 3","2012",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 3","2014",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 3","2013",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 3","2015",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 3","2016",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 3","2017",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 4","Years in total",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 4","2002",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 4","2003",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 4","2004",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 4","2005",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 4","2006",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 4","2007",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 4","2008",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 4","2009",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 4","2010",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 4","2011",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 4","2012",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 4","2014",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 4","2013",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 4","2015",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 4","2016",.,.,.,.,.,.
"2020","Land Rover DISCOVERY 4","2017",.,.,.,.,.,.
"2020","Land Rover DISCOVERY II","Years in total",.,.,.,.,.,.
"2020","Land Rover DISCOVERY II","2002",.,.,.,.,.,.
"2020","Land Rover DISCOVERY II","2003",.,.,.,.,.,.
"2020","Land Rover DISCOVERY II","2004",.,.,.,.,.,.
"2020","Land Rover DISCOVERY II","2005",.,.,.,.,.,.
"2020","Land Rover DISCOVERY II","2006",.,.,.,.,.,.
"2020","Land Rover DISCOVERY II","2007",.,.,.,.,.,.
"2020","Land Rover DISCOVERY II","2008",.,.,.,.,.,.
"2020","Land Rover DISCOVERY II","2009",.,.,.,.,.,.
"2020","Land Rover DISCOVERY II","2010",.,.,.,.,.,.
"2020","Land Rover DISCOVERY II","2011",.,.,.,.,.,.
"2020","Land Rover DISCOVERY II","2012",.,.,.,.,.,.
"2020","Land Rover DISCOVERY II","2014",.,.,.,.,.,.
"2020","Land Rover DISCOVERY II","2013",.,.,.,.,.,.
"2020","Land Rover DISCOVERY II","2015",.,.,.,.,.,.
"2020","Land Rover DISCOVERY II","2016",.,.,.,.,.,.
"2020","Land Rover DISCOVERY II","2017",.,.,.,.,.,.
"2020","Land Rover DISCOVERY SPORT","Years in total",104,83053,74576,7,97,7
"2020","Land Rover DISCOVERY SPORT","2002",.,.,.,.,.,.
"2020","Land Rover DISCOVERY SPORT","2003",.,.,.,.,.,.
"2020","Land Rover DISCOVERY SPORT","2004",.,.,.,.,.,.
"2020","Land Rover DISCOVERY SPORT","2005",.,.,.,.,.,.
"2020","Land Rover DISCOVERY SPORT","2006",.,.,.,.,.,.
"2020","Land Rover DISCOVERY SPORT","2007",.,.,.,.,.,.
"2020","Land Rover DISCOVERY SPORT","2008",.,.,.,.,.,.
"2020","Land Rover DISCOVERY SPORT","2009",.,.,.,.,.,.
"2020","Land Rover DISCOVERY SPORT","2010",.,.,.,.,.,.
"2020","Land Rover DISCOVERY SPORT","2011",.,.,.,.,.,.
"2020","Land Rover DISCOVERY SPORT","2012",.,.,.,.,.,.
"2020","Land Rover DISCOVERY SPORT","2014",.,.,.,.,.,.
"2020","Land Rover DISCOVERY SPORT","2013",.,.,.,.,.,.
"2020","Land Rover DISCOVERY SPORT","2015",.,.,.,.,.,.
"2020","Land Rover DISCOVERY SPORT","2016",.,.,.,.,.,.
"2020","Land Rover DISCOVERY SPORT","2017",.,.,.,.,.,.
"2020","Land Rover FREELANDER","Years in total",746,252221,248100,26,550,196
"2020","Land Rover FREELANDER","2002",.,.,.,.,.,.
"2020","Land Rover FREELANDER","2003",.,.,.,.,.,.
"2020","Land Rover FREELANDER","2004",.,.,.,.,.,.
"2020","Land Rover FREELANDER","2005",.,.,.,.,.,.
"2020","Land Rover FREELANDER","2006",.,.,.,.,.,.
"2020","Land Rover FREELANDER","2007",193,262541,262847,25,145,48
"2020","Land Rover FREELANDER","2008",205,259975,256205,26,152,53
"2020","Land Rover FREELANDER","2009",.,.,.,.,.,.
"2020","Land Rover FREELANDER","2010",.,.,.,.,.,.
"2020","Land Rover FREELANDER","2011",.,.,.,.,.,.
"2020","Land Rover FREELANDER","2012",.,.,.,.,.,.
"2020","Land Rover FREELANDER","2014",.,.,.,.,.,.
"2020","Land Rover FREELANDER","2013",.,.,.,.,.,.
"2020","Land Rover FREELANDER","2015",.,.,.,.,.,.
"2020","Land Rover FREELANDER","2016",.,.,.,.,.,.
"2020","Land Rover FREELANDER","2017",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER","Years in total",214,212969,208748,29,153,61
"2020","Land Rover RANGE ROVER","2002",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER","2003",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER","2004",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER","2005",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER","2006",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER","2007",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER","2008",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER","2009",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER","2010",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER","2011",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER","2012",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER","2014",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER","2013",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER","2015",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER","2016",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER","2017",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER EVOQUE","Years in total",273,122097,120596,8,250,23
"2020","Land Rover RANGE ROVER EVOQUE","2002",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER EVOQUE","2003",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER EVOQUE","2004",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER EVOQUE","2005",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER EVOQUE","2006",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER EVOQUE","2007",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER EVOQUE","2008",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER EVOQUE","2009",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER EVOQUE","2010",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER EVOQUE","2011",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER EVOQUE","2012",129,151448,150897,9,117,12
"2020","Land Rover RANGE ROVER EVOQUE","2014",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER EVOQUE","2013",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER EVOQUE","2015",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER EVOQUE","2016",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER EVOQUE","2017",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER SPORT","Years in total",685,225176,223696,25,512,173
"2020","Land Rover RANGE ROVER SPORT","2002",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER SPORT","2003",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER SPORT","2004",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER SPORT","2005",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER SPORT","2006",119,255125,255685,28,86,33
"2020","Land Rover RANGE ROVER SPORT","2007",188,255960,247362,28,136,52
"2020","Land Rover RANGE ROVER SPORT","2008",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER SPORT","2009",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER SPORT","2010",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER SPORT","2011",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER SPORT","2012",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER SPORT","2014",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER SPORT","2013",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER SPORT","2015",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER SPORT","2016",.,.,.,.,.,.
"2020","Land Rover RANGE ROVER SPORT","2017",.,.,.,.,.,.
"2020","Lexus - Models in total","Years in total",3938,169292,165394,12,3455,483
"2020","Lexus - Models in total","2002",.,.,.,.,.,.
"2020","Lexus - Models in total","2003",.,.,.,.,.,.
"2020","Lexus - Models in total","2004",.,.,.,.,.,.
"2020","Lexus - Models in total","2005",225,241256,231775,24,170,55
"2020","Lexus - Models in total","2006",557,227918,228658,25,419,138
"2020","Lexus - Models in total","2007",477,222645,217466,18,391,86
"2020","Lexus - Models in total","2008",438,202819,198511,13,381,57
"2020","Lexus - Models in total","2009",328,184210,182093,10,294,34
"2020","Lexus - Models in total","2010",368,172921,169804,12,324,44
"2020","Lexus - Models in total","2011",247,154165,146886,6,231,16
"2020","Lexus - Models in total","2012",232,137501,131342,5,221,11
"2020","Lexus - Models in total","2014",109,112103,105728,4,105,4
"2020","Lexus - Models in total","2013",254,124436,123050,7,235,19
"2020","Lexus - Models in total","2015",323,96342,88448,4,310,13
"2020","Lexus - Models in total","2016",.,.,.,.,.,.
"2020","Lexus - Models in total","2017",313,50673,45817,2,308,5
"2020","Lexus CT200H","Years in total",473,118721,112012,3,458,15
"2020","Lexus CT200H","2002",.,.,.,.,.,.
"2020","Lexus CT200H","2003",.,.,.,.,.,.
"2020","Lexus CT200H","2004",.,.,.,.,.,.
"2020","Lexus CT200H","2005",.,.,.,.,.,.
"2020","Lexus CT200H","2006",.,.,.,.,.,.
"2020","Lexus CT200H","2007",.,.,.,.,.,.
"2020","Lexus CT200H","2008",.,.,.,.,.,.
"2020","Lexus CT200H","2009",.,.,.,.,.,.
"2020","Lexus CT200H","2010",.,.,.,.,.,.
"2020","Lexus CT200H","2011",168,148152,140423,5,159,9
"2020","Lexus CT200H","2012",117,136025,120614,2,115,2
"2020","Lexus CT200H","2014",.,.,.,.,.,.
"2020","Lexus CT200H","2013",.,.,.,.,.,.
"2020","Lexus CT200H","2015",.,.,.,.,.,.
"2020","Lexus CT200H","2016",.,.,.,.,.,.
"2020","Lexus CT200H","2017",.,.,.,.,.,.
"2020","Lexus GS450H","Years in total",238,192526,188365,24,181,57
"2020","Lexus GS450H","2002",.,.,.,.,.,.
"2020","Lexus GS450H","2003",.,.,.,.,.,.
"2020","Lexus GS450H","2004",.,.,.,.,.,.
"2020","Lexus GS450H","2005",.,.,.,.,.,.
"2020","Lexus GS450H","2006",.,.,.,.,.,.
"2020","Lexus GS450H","2007",.,.,.,.,.,.
"2020","Lexus GS450H","2008",.,.,.,.,.,.
"2020","Lexus GS450H","2009",.,.,.,.,.,.
"2020","Lexus GS450H","2010",.,.,.,.,.,.
"2020","Lexus GS450H","2011",.,.,.,.,.,.
"2020","Lexus GS450H","2012",.,.,.,.,.,.
"2020","Lexus GS450H","2014",.,.,.,.,.,.
"2020","Lexus GS450H","2013",.,.,.,.,.,.
"2020","Lexus GS450H","2015",.,.,.,.,.,.
"2020","Lexus GS450H","2016",.,.,.,.,.,.
"2020","Lexus GS450H","2017",.,.,.,.,.,.
"2020","Lexus IS200","Years in total",.,.,.,.,.,.
"2020","Lexus IS200","2002",.,.,.,.,.,.
"2020","Lexus IS200","2003",.,.,.,.,.,.
"2020","Lexus IS200","2004",.,.,.,.,.,.
"2020","Lexus IS200","2005",.,.,.,.,.,.
"2020","Lexus IS200","2006",.,.,.,.,.,.
"2020","Lexus IS200","2007",.,.,.,.,.,.
"2020","Lexus IS200","2008",.,.,.,.,.,.
"2020","Lexus IS200","2009",.,.,.,.,.,.
"2020","Lexus IS200","2010",.,.,.,.,.,.
"2020","Lexus IS200","2011",.,.,.,.,.,.
"2020","Lexus IS200","2012",.,.,.,.,.,.
"2020","Lexus IS200","2014",.,.,.,.,.,.
"2020","Lexus IS200","2013",.,.,.,.,.,.
"2020","Lexus IS200","2015",.,.,.,.,.,.
"2020","Lexus IS200","2016",.,.,.,.,.,.
"2020","Lexus IS200","2017",.,.,.,.,.,.
"2020","Lexus IS220D","Years in total",301,262184,261994,20,242,59
"2020","Lexus IS220D","2002",.,.,.,.,.,.
"2020","Lexus IS220D","2003",.,.,.,.,.,.
"2020","Lexus IS220D","2004",.,.,.,.,.,.
"2020","Lexus IS220D","2005",.,.,.,.,.,.
"2020","Lexus IS220D","2006",.,.,.,.,.,.
"2020","Lexus IS220D","2007",.,.,.,.,.,.
"2020","Lexus IS220D","2008",.,.,.,.,.,.
"2020","Lexus IS220D","2009",.,.,.,.,.,.
"2020","Lexus IS220D","2010",.,.,.,.,.,.
"2020","Lexus IS220D","2011",.,.,.,.,.,.
"2020","Lexus IS220D","2012",.,.,.,.,.,.
"2020","Lexus IS220D","2014",.,.,.,.,.,.
"2020","Lexus IS220D","2013",.,.,.,.,.,.
"2020","Lexus IS220D","2015",.,.,.,.,.,.
"2020","Lexus IS220D","2016",.,.,.,.,.,.
"2020","Lexus IS220D","2017",.,.,.,.,.,.
"2020","Lexus IS250","Years in total",554,194091,190188,18,457,97
"2020","Lexus IS250","2002",.,.,.,.,.,.
"2020","Lexus IS250","2003",.,.,.,.,.,.
"2020","Lexus IS250","2004",.,.,.,.,.,.
"2020","Lexus IS250","2005",.,.,.,.,.,.
"2020","Lexus IS250","2006",186,205398,208397,26,138,48
"2020","Lexus IS250","2007",141,213404,199083,13,123,18
"2020","Lexus IS250","2008",.,.,.,.,.,.
"2020","Lexus IS250","2009",.,.,.,.,.,.
"2020","Lexus IS250","2010",.,.,.,.,.,.
"2020","Lexus IS250","2011",.,.,.,.,.,.
"2020","Lexus IS250","2012",.,.,.,.,.,.
"2020","Lexus IS250","2014",.,.,.,.,.,.
"2020","Lexus IS250","2013",.,.,.,.,.,.
"2020","Lexus IS250","2015",.,.,.,.,.,.
"2020","Lexus IS250","2016",.,.,.,.,.,.
"2020","Lexus IS250","2017",.,.,.,.,.,.
"2020","Lexus IS300H","Years in total",419,105739,101728,7,390,29
"2020","Lexus IS300H","2002",.,.,.,.,.,.
"2020","Lexus IS300H","2003",.,.,.,.,.,.
"2020","Lexus IS300H","2004",.,.,.,.,.,.
"2020","Lexus IS300H","2005",.,.,.,.,.,.
"2020","Lexus IS300H","2006",.,.,.,.,.,.
"2020","Lexus IS300H","2007",.,.,.,.,.,.
"2020","Lexus IS300H","2008",.,.,.,.,.,.
"2020","Lexus IS300H","2009",.,.,.,.,.,.
"2020","Lexus IS300H","2010",.,.,.,.,.,.
"2020","Lexus IS300H","2011",.,.,.,.,.,.
"2020","Lexus IS300H","2012",.,.,.,.,.,.
"2020","Lexus IS300H","2014",.,.,.,.,.,.
"2020","Lexus IS300H","2013",167,129090,128614,9,152,15
"2020","Lexus IS300H","2015",.,.,.,.,.,.
"2020","Lexus IS300H","2016",.,.,.,.,.,.
"2020","Lexus IS300H","2017",.,.,.,.,.,.
"2020","Lexus NX300H","Years in total",266,80248,76352,2,260,6
"2020","Lexus NX300H","2002",.,.,.,.,.,.
"2020","Lexus NX300H","2003",.,.,.,.,.,.
"2020","Lexus NX300H","2004",.,.,.,.,.,.
"2020","Lexus NX300H","2005",.,.,.,.,.,.
"2020","Lexus NX300H","2006",.,.,.,.,.,.
"2020","Lexus NX300H","2007",.,.,.,.,.,.
"2020","Lexus NX300H","2008",.,.,.,.,.,.
"2020","Lexus NX300H","2009",.,.,.,.,.,.
"2020","Lexus NX300H","2010",.,.,.,.,.,.
"2020","Lexus NX300H","2011",.,.,.,.,.,.
"2020","Lexus NX300H","2012",.,.,.,.,.,.
"2020","Lexus NX300H","2014",.,.,.,.,.,.
"2020","Lexus NX300H","2013",.,.,.,.,.,.
"2020","Lexus NX300H","2015",132,97932,92870,3,128,4
"2020","Lexus NX300H","2016",.,.,.,.,.,.
"2020","Lexus NX300H","2017",.,.,.,.,.,.
"2020","Lexus RX300","Years in total",.,.,.,.,.,.
"2020","Lexus RX300","2002",.,.,.,.,.,.
"2020","Lexus RX300","2003",.,.,.,.,.,.
"2020","Lexus RX300","2004",.,.,.,.,.,.
"2020","Lexus RX300","2005",.,.,.,.,.,.
"2020","Lexus RX300","2006",.,.,.,.,.,.
"2020","Lexus RX300","2007",.,.,.,.,.,.
"2020","Lexus RX300","2008",.,.,.,.,.,.
"2020","Lexus RX300","2009",.,.,.,.,.,.
"2020","Lexus RX300","2010",.,.,.,.,.,.
"2020","Lexus RX300","2011",.,.,.,.,.,.
"2020","Lexus RX300","2012",.,.,.,.,.,.
"2020","Lexus RX300","2014",.,.,.,.,.,.
"2020","Lexus RX300","2013",.,.,.,.,.,.
"2020","Lexus RX300","2015",.,.,.,.,.,.
"2020","Lexus RX300","2016",.,.,.,.,.,.
"2020","Lexus RX300","2017",.,.,.,.,.,.
"2020","Lexus RX400H","Years in total",570,230677,224148,19,461,109
"2020","Lexus RX400H","2002",.,.,.,.,.,.
"2020","Lexus RX400H","2003",.,.,.,.,.,.
"2020","Lexus RX400H","2004",.,.,.,.,.,.
"2020","Lexus RX400H","2005",.,.,.,.,.,.
"2020","Lexus RX400H","2006",184,230346,228495,23,142,42
"2020","Lexus RX400H","2007",144,233621,229589,21,114,30
"2020","Lexus RX400H","2008",134,213640,210032,12,118,16
"2020","Lexus RX400H","2009",.,.,.,.,.,.
"2020","Lexus RX400H","2010",.,.,.,.,.,.
"2020","Lexus RX400H","2011",.,.,.,.,.,.
"2020","Lexus RX400H","2012",.,.,.,.,.,.
"2020","Lexus RX400H","2014",.,.,.,.,.,.
"2020","Lexus RX400H","2013",.,.,.,.,.,.
"2020","Lexus RX400H","2015",.,.,.,.,.,.
"2020","Lexus RX400H","2016",.,.,.,.,.,.
"2020","Lexus RX400H","2017",.,.,.,.,.,.
"2020","Lexus RX450H","Years in total",687,154916,156525,7,636,51
"2020","Lexus RX450H","2002",.,.,.,.,.,.
"2020","Lexus RX450H","2003",.,.,.,.,.,.
"2020","Lexus RX450H","2004",.,.,.,.,.,.
"2020","Lexus RX450H","2005",.,.,.,.,.,.
"2020","Lexus RX450H","2006",.,.,.,.,.,.
"2020","Lexus RX450H","2007",.,.,.,.,.,.
"2020","Lexus RX450H","2008",.,.,.,.,.,.
"2020","Lexus RX450H","2009",179,183089,184913,7,166,13
"2020","Lexus RX450H","2010",260,172940,170346,12,230,30
"2020","Lexus RX450H","2011",.,.,.,.,.,.
"2020","Lexus RX450H","2012",.,.,.,.,.,.
"2020","Lexus RX450H","2014",.,.,.,.,.,.
"2020","Lexus RX450H","2013",.,.,.,.,.,.
"2020","Lexus RX450H","2015",.,.,.,.,.,.
"2020","Lexus RX450H","2016",.,.,.,.,.,.
"2020","Lexus RX450H","2017",.,.,.,.,.,.
"2020","Mazda - Models in total","Years in total",29031,176768,176099,26,21492,7539
"2020","Mazda - Models in total","2002",.,.,.,.,.,.
"2020","Mazda - Models in total","2003",.,.,.,.,.,.
"2020","Mazda - Models in total","2004",.,.,.,.,.,.
"2020","Mazda - Models in total","2005",3585,221631,218598,43,2028,1557
"2020","Mazda - Models in total","2006",4472,213249,212742,38,2791,1681
"2020","Mazda - Models in total","2007",4275,206238,202482,30,2988,1287
"2020","Mazda - Models in total","2008",4803,195435,190591,28,3464,1339
"2020","Mazda - Models in total","2009",2651,180490,173176,24,2023,628
"2020","Mazda - Models in total","2010",2661,166149,158598,22,2076,585
"2020","Mazda - Models in total","2011",1157,143934,138824,18,954,203
"2020","Mazda - Models in total","2012",709,132874,125408,10,636,73
"2020","Mazda - Models in total","2014",306,106752,104422,7,285,21
"2020","Mazda - Models in total","2013",1061,127216,122256,6,993,68
"2020","Mazda - Models in total","2015",1470,80557,75429,4,1413,57
"2020","Mazda - Models in total","2016",314,70229,68378,5,297,17
"2020","Mazda - Models in total","2017",1567,46853,43509,1,1544,23
"2020","Mazda 2","Years in total",2258,117170,111112,23,1749,509
"2020","Mazda 2","2002",.,.,.,.,.,.
"2020","Mazda 2","2003",.,.,.,.,.,.
"2020","Mazda 2","2004",.,.,.,.,.,.
"2020","Mazda 2","2005",.,.,.,.,.,.
"2020","Mazda 2","2006",193,153767,143125,17,161,32
"2020","Mazda 2","2007",162,147576,139411,19,132,30
"2020","Mazda 2","2008",708,139850,130995,30,497,211
"2020","Mazda 2","2009",276,128750,122586,31,191,85
"2020","Mazda 2","2010",273,109347,105470,27,198,75
"2020","Mazda 2","2011",135,97857,95536,27,99,36
"2020","Mazda 2","2012",.,.,.,.,.,.
"2020","Mazda 2","2014",.,.,.,.,.,.
"2020","Mazda 2","2013",.,.,.,.,.,.
"2020","Mazda 2","2015",191,62345,59648,5,181,10
"2020","Mazda 2","2016",.,.,.,.,.,.
"2020","Mazda 2","2017",154,34794,33532,3,149,5
"2020","Mazda 3","Years in total",6995,149217,146930,26,5191,1804
"2020","Mazda 3","2002",.,.,.,.,.,.
"2020","Mazda 3","2003",.,.,.,.,.,.
"2020","Mazda 3","2004",.,.,.,.,.,.
"2020","Mazda 3","2005",1128,196167,196742,41,662,466
"2020","Mazda 3","2006",1071,188758,191034,38,662,409
"2020","Mazda 3","2007",874,174828,172214,32,598,276
"2020","Mazda 3","2008",653,168861,165627,32,443,210
"2020","Mazda 3","2009",692,150321,147742,25,517,175
"2020","Mazda 3","2010",740,146466,140897,22,576,164
"2020","Mazda 3","2011",237,123795,119687,16,200,37
"2020","Mazda 3","2012",174,100212,98048,7,161,13
"2020","Mazda 3","2014",136,94090,86687,13,119,17
"2020","Mazda 3","2013",193,96306,94054,5,183,10
"2020","Mazda 3","2015",564,72921,69711,3,545,19
"2020","Mazda 3","2016",.,.,.,.,.,.
"2020","Mazda 3","2017",447,44264,42528,2,440,7
"2020","Mazda 5","Years in total",1859,216534,212889,45,1015,844
"2020","Mazda 5","2002",.,.,.,.,.,.
"2020","Mazda 5","2003",.,.,.,.,.,.
"2020","Mazda 5","2004",.,.,.,.,.,.
"2020","Mazda 5","2005",118,240492,239509,51,58,60
"2020","Mazda 5","2006",490,236236,233700,48,254,236
"2020","Mazda 5","2007",400,219271,217509,46,215,185
"2020","Mazda 5","2008",364,225105,216011,49,187,177
"2020","Mazda 5","2009",167,198823,200625,40,100,67
"2020","Mazda 5","2010",180,181681,182472,43,102,78
"2020","Mazda 5","2011",.,.,.,.,.,.
"2020","Mazda 5","2012",.,.,.,.,.,.
"2020","Mazda 5","2014",.,.,.,.,.,.
"2020","Mazda 5","2013",.,.,.,.,.,.
"2020","Mazda 5","2015",.,.,.,.,.,.
"2020","Mazda 5","2016",.,.,.,.,.,.
"2020","Mazda 5","2017",.,.,.,.,.,.
"2020","Mazda 6","Years in total",15518,203774,201105,27,11366,4152
"2020","Mazda 6","2002",.,.,.,.,.,.
"2020","Mazda 6","2003",.,.,.,.,.,.
"2020","Mazda 6","2004",.,.,.,.,.,.
"2020","Mazda 6","2005",2175,237403,233638,45,1201,974
"2020","Mazda 6","2006",2650,225958,224382,38,1654,996
"2020","Mazda 6","2007",2652,220565,214214,28,1908,744
"2020","Mazda 6","2008",2957,212011,205557,24,2247,710
"2020","Mazda 6","2009",1479,202792,196358,20,1185,294
"2020","Mazda 6","2010",1388,185397,174863,18,1142,246
"2020","Mazda 6","2011",691,156114,151866,15,589,102
"2020","Mazda 6","2012",302,149116,145506,12,265,37
"2020","Mazda 6","2014",.,.,.,.,.,.
"2020","Mazda 6","2013",513,132636,126114,5,486,27
"2020","Mazda 6","2015",275,91081,87129,4,265,10
"2020","Mazda 6","2016",.,.,.,.,.,.
"2020","Mazda 6","2017",266,54702,48949,1,264,2
"2020","Mazda CX-3","Years in total",661,55000,48040,3,639,22
"2020","Mazda CX-3","2002",.,.,.,.,.,.
"2020","Mazda CX-3","2003",.,.,.,.,.,.
"2020","Mazda CX-3","2004",.,.,.,.,.,.
"2020","Mazda CX-3","2005",.,.,.,.,.,.
"2020","Mazda CX-3","2006",.,.,.,.,.,.
"2020","Mazda CX-3","2007",.,.,.,.,.,.
"2020","Mazda CX-3","2008",.,.,.,.,.,.
"2020","Mazda CX-3","2009",.,.,.,.,.,.
"2020","Mazda CX-3","2010",.,.,.,.,.,.
"2020","Mazda CX-3","2011",.,.,.,.,.,.
"2020","Mazda CX-3","2012",.,.,.,.,.,.
"2020","Mazda CX-3","2014",.,.,.,.,.,.
"2020","Mazda CX-3","2013",.,.,.,.,.,.
"2020","Mazda CX-3","2015",169,77852,69206,7,158,11
"2020","Mazda CX-3","2016",.,.,.,.,.,.
"2020","Mazda CX-3","2017",423,45329,41468,1,419,4
"2020","Mazda CX-5","Years in total",1096,108475,101016,4,1055,41
"2020","Mazda CX-5","2002",.,.,.,.,.,.
"2020","Mazda CX-5","2003",.,.,.,.,.,.
